"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","pide","willing_friend_ai_1","willing_romantic_ai_1","wtp_ai","true_ai_1","talk_listen_ai_1","not_judge_ai_1","feel_ai_1","understand_ai_1","body_ai_1","not_mutual_ai_1","nonMember_AI_1","willing_friend_h_1","willing_romantic_h_1","wtp_h","true_h_1","talk_listen_h_1","judge_h_1","understand_h_1","feel_h_1","body_h_1","mutual_h_1","nonMember_h_1","comp_1","comp_2","loneliness_1_1","loneliness_2_1","loneliness_3_1","sensation_1_1","sensation_2_1","sensation_3_1","sensation_4_1","sensation_5_1","sensation_6_1","sensation_7_1","sensation_8_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","PROLIFIC_PID","CONDITION"
"310",310,"2023-08-27 13:56:02","2023-08-27 14:01:44","0","Anonymized","100","342","1","2023-08-27 14:01:44","R_efU3pcZPvw5wPFT","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","4","100","70","40","0","80","100","87","97","1","2","0","0","0","100","100","25","50","100","95","30","0","2","","2","","1","","68","3","","80","Anonymized","2"
"311",311,"2023-08-27 13:59:41","2023-08-27 14:02:08","0","Anonymized","100","146","1","2023-08-27 14:02:08","R_3smlANykQ4gjcGV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","30","10","4","100","50","80","100","90","100","100","100","","","","","","","","","","","","2","2","60","60","80","20","20","20","20","20","30","30","30","2","","1","","3","","26","1","","30","Anonymized","1"
"312",312,"2023-08-27 13:58:09","2023-08-27 14:02:10","0","Anonymized","100","240","1","2023-08-27 14:02:10","R_1pYx5npCVSjBIwH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","70","19","5.00","91","19","39","67","19","86","56","90","1","2","82","88","88","86","37","91","87","92","81","8","98","2","","2","","3","","47","6","","69","Anonymized","2"
"313",313,"2023-08-27 13:58:29","2023-08-27 14:02:12","0","Anonymized","100","222","1","2023-08-27 14:02:12","R_50Yixbd90YkFpBL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","59","0","5","79","87","96","85","17","100","95","38","","","","","","","","","","","","2","2","67","58","67","60","15","28","44","13","32","0","40","2","","2","","4","","22","4","","61","Anonymized","1"
"314",314,"2023-08-27 14:00:07","2023-08-27 14:02:14","0","Anonymized","100","126","1","2023-08-27 14:02:15","R_Z3ppwdFsbF5T1lL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","29","0","1","50","50","0","0","0","100","50","20","1","2","0","10","0","50","30","30","50","80","50","100","30","2","","2","","3","","27","1","","50","Anonymized","2"
"315",315,"2023-08-27 13:55:20","2023-08-27 14:02:35","0","Anonymized","100","434","1","2023-08-27 14:02:36","R_3D8iugjrkyem5eX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","5","87","84","20","10","6","100","26","64","1","2","24","20","18","77","0","0","0","64","0","0","0","2","","2","","3","","59","3","","68","Anonymized","2"
"316",316,"2023-08-27 13:58:46","2023-08-27 14:02:43","0","Anonymized","100","237","1","2023-08-27 14:02:44","R_2eRbtsHeqHBBeSY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0","100","100","100","100","50","100","100","100","","","","","","","","","","","","2","2","5","0","0","77","0","0","0","100","0","0","0","2","","2","","3","","46","3","","100","Anonymized","1"
"317",317,"2023-08-27 13:58:40","2023-08-27 14:02:48","0","Anonymized","100","248","1","2023-08-27 14:02:49","R_3HS8eMtdi4kNGpb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","80","0","5","19","80","92","21","22","99","55","78","","","","","","","","","","","","2","2","40","88","83","7","0","7","0","0","9","0","0","1","I've used Replika, Character.AI, Paradot, ChatGPT, AI Dungeon if that counts, and Eviebot back in the day.","1","","1","","21","3","","100","Anonymized","1"
"318",318,"2023-08-27 13:59:42","2023-08-27 14:02:51","0","Anonymized","100","188","1","2023-08-27 14:02:51","R_1eQ1Ox4tW26NbD5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","83","81","5","81","76","74","41","35","85","79","35","","","","","","","","","","","","1","2","63","69","64","73","70","36","63","65","64","42","33","1","I used it for art before. And to see if they would respond accordingly. ","1","","1","","37","4","","80","Anonymized","1"
"319",319,"2023-08-27 13:58:32","2023-08-27 14:02:55","0","Anonymized","100","263","1","2023-08-27 14:02:56","R_3qIJfyhAJTuaNPS","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","29","0","0","72","100","71","100","27","100","100","92","","","","","","","","","","","","2","2","100","90","81","50","50","9","0","50","3","30","35","2","","2","","3","","35","3","","50","Anonymized","1"
"320",320,"2023-08-27 13:49:01","2023-08-27 14:02:58","0","Anonymized","100","836","1","2023-08-27 14:02:58","R_1GCjkMlErNDaCwj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","1","0","1","100","88","70","100","50","100","98","51","","","","","","","","","","","","1","2","21","16","18","83","28","68","34","65","38","61","64","2","","2","","3","","38","2","","77","Anonymized","1"
"321",321,"2023-08-27 14:00:02","2023-08-27 14:02:59","0","Anonymized","100","177","1","2023-08-27 14:02:59","R_p5F9tbyR2e1grCh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","50","3","99","82","56","91","83","76","69","8","2","2","65","73","73","0","63","31","0","14","0","0","0","2","","2","","3","","30","5","","50","Anonymized","2"
"322",322,"2023-08-27 13:59:33","2023-08-27 14:03:04","0","Anonymized","100","211","1","2023-08-27 14:03:05","R_pc2wTFkpaR3oJoJ","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","10","0","0.00","48","100","57","80","67","95","82","30","","","","","","","","","","","","2","2","91","90","81","86","59","0","2","86","11","10","9","2","N/A","1","","3","","41","4","","70","Anonymized","1"
"323",323,"2023-08-27 14:00:47","2023-08-27 14:03:06","0","Anonymized","100","138","1","2023-08-27 14:03:06","R_2Sq6Ay1ypUcmqHW","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","10","0","94","15","30","30","76","93","83","0","1","2","50","60","90","55","55","30","28","73","50","27","51","2","","1","","3","","28","3","","70","Anonymized","2"
"324",324,"2023-08-27 13:56:43","2023-08-27 14:03:11","0","Anonymized","100","387","1","2023-08-27 14:03:12","R_2B4jJea9IKykfeO","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","6","0","1.00","100","41","50","100","77","100","100","29","","","","","","","","","","","","2","2","0","0","0","18","6","0","16","81","75","0","78","2","","2","","3","","31","3","","40","Anonymized","1"
"325",325,"2023-08-27 14:01:56","2023-08-27 14:03:25","0","Anonymized","100","89","1","2023-08-27 14:03:26","R_0dCLn5HESYzAvRv","","","","","Anonymized","Anonymized","anonymous","EN","1","1","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"326",326,"2023-08-27 13:55:31","2023-08-27 14:03:26","0","Anonymized","100","475","1","2023-08-27 14:03:27","R_3gO9prx2fteEJ2G","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","59","35","5.00","70","42","31","40","50","97","50","75","1","2","98","75","100","40","69","8","11","11","50","3","5","2","","1","","5","","60","3","","75","Anonymized","2"
"327",327,"2023-08-27 13:50:33","2023-08-27 14:03:29","0","Anonymized","100","775","1","2023-08-27 14:03:29","R_3ixrg9DkpQoEyyR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","5.00","100","85","62","22","0","26","71","72","1","2","0","0","0","65","80","22","22","70","58","0","0","2","","1","","3","","40","3","","7","Anonymized","2"
"328",328,"2023-08-27 14:00:01","2023-08-27 14:03:32","0","Anonymized","100","211","1","2023-08-27 14:03:33","R_dhsPqSLgw27BlWp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","9","9","0","92","90","73","100","74","100","94","8","","","","","","","","","","","","2","2","61","19","40","71","75","3","7","41","50","5","40","2","","1","","3","","27","4","","91","Anonymized","1"
"329",329,"2023-08-27 14:00:01","2023-08-27 14:03:32","0","Anonymized","100","211","1","2023-08-27 14:03:33","R_33CmIGG24ZbFHQn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","100","0","10.00","100","100","92","100","0","100","82","100","","","","","","","","","","","","2","2","0","0","0","100","0","10","0","100","20","0","0","2","","2","","1","","42","4","","80","Anonymized","1"
"330",330,"2023-08-27 13:58:47","2023-08-27 14:03:50","0","Anonymized","100","302","1","2023-08-27 14:03:50","R_u22hqLgoVWyCihH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","82","0","8.00","39","84","31","9","0","92","2","42","1","2","57","18","57","39","96","0","0","2","0","0","0","2","","1","","3","","63","4","","13","Anonymized","2"
"331",331,"2023-08-27 14:00:24","2023-08-27 14:03:59","0","Anonymized","100","215","1","2023-08-27 14:04:00","R_6eYkuzhRXT3Asrn","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","19","0","0","100","87","65","100","55","100","91","91","","","","","","","","","","","","2","2","30","20","18","55","9","1","0","40","0","0","0","2","","1","","3","","30","4","","0","Anonymized","1"
"332",332,"2023-08-27 14:01:09","2023-08-27 14:04:23","0","Anonymized","100","193","1","2023-08-27 14:04:24","R_d6UDqZ03qimL2Zb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","2","0","2","96","65","55","100","30","100","100","70","","","","","","","","","","","","2","2","55","3","45","70","25","5","0","0","0","0","0","2","","1","","3","","31","3","","95","Anonymized","1"
"333",333,"2023-08-27 13:59:13","2023-08-27 14:04:29","0","Anonymized","100","316","1","2023-08-27 14:04:30","R_2f0t5BKTe1IZIOa","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","39","0","2.00","39","49","24","17","30","100","30","29","1","2","5","15","3","60","50","1","3","71","30","7","0","2","","2","","3","","51","5","","75","Anonymized","2"
"334",334,"2023-08-27 14:01:00","2023-08-27 14:04:33","0","Anonymized","100","213","1","2023-08-27 14:04:34","R_3HYsccDzkbQ8sQb","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","66","19","0","42","32","18","29","43","85","41","62","1","2","77","72","77","92","73","61","20","79","57","76","62","2","","1","","3","","41","4","","79","Anonymized","2"
"335",335,"2023-08-27 14:01:13","2023-08-27 14:04:37","0","Anonymized","100","203","1","2023-08-27 14:04:38","R_d6Uz6VWmPKJhZSN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","20","0","1","50","69","50","38","28","82","30","53","1","2","27","47","16","54","66","5","5","59","12","1","0","2","","2","","3","","42","3","","41","Anonymized","2"
"336",336,"2023-08-27 13:57:06","2023-08-27 14:04:40","0","Anonymized","100","453","1","2023-08-27 14:04:40","R_31GwQZRObIgsOI0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","30","30","0","20","60","30","40","30","61","50","70","1","2","70","80","80","80","30","40","70","70","55","20","70","1","I tried something but it wasn’t a conversation. It was flirty, unrealistic output that seemed for the purpose of getting a paid subscription out of me.","1","","3","","42","4","","10","Anonymized","2"
"337",337,"2023-08-27 13:55:27","2023-08-27 14:04:41","0","Anonymized","100","553","1","2023-08-27 14:04:41","R_1iljCyIndK1e76I","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","5","100","100","50","10","10","100","100","100","1","2","90","90","50","0","30","0","0","30","10","0","0","2","","2","","2","","58","5","","99","Anonymized","2"
"338",338,"2023-08-27 13:59:02","2023-08-27 14:04:48","0","Anonymized","100","346","1","2023-08-27 14:04:49","R_1rNbOFrnyX2W87L","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","46","37","2.00","66","86","81","60","54","70","54","61","1","2","69","50","54","33","30","50","20","51","28","6","0","2","","1","","3","","37","4","","57","Anonymized","2"
"339",339,"2023-08-27 14:02:10","2023-08-27 14:05:10","0","Anonymized","100","179","1","2023-08-27 14:05:10","R_1CJ9utypl6AX6jh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","1","Anonymized","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Anonymized",""
"340",340,"2023-08-27 13:58:08","2023-08-27 14:05:12","0","Anonymized","100","424","1","2023-08-27 14:05:13","R_2DZUlMbHAK5MCpm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","20","3","3.00","35","30","10","20","20","95","35","20","1","2","95","70","90","85","40","85","25","30","65","30","20","2","","1","","3","","34","5","","70","Anonymized","2"
"341",341,"2023-08-27 14:01:27","2023-08-27 14:05:26","0","Anonymized","100","239","1","2023-08-27 14:05:27","R_2ZEs0lvvn1GRcsH","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","85","10","5.00","39","55","29","30","19","91","15","80","1","2","56","46","46","54","64","10","3","45","43","31","23","2","","1","","3","","35","4","","40","Anonymized","2"
"342",342,"2023-08-27 13:59:24","2023-08-27 14:05:27","0","Anonymized","100","362","1","2023-08-27 14:05:28","R_3UTwZnlEmKD1ZGV","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","0","0","0","69","87","100","100","100","0","100","1","2","88","74","10","100","51","0","66","60","0","0","0","2","","2","","3","","43","3","","98","Anonymized","2"
"343",343,"2023-08-27 14:00:42","2023-08-27 14:05:29","0","Anonymized","100","286","1","2023-08-27 14:05:30","R_3fBQpGS2fB2H4Nj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","82","85","2","92","100","91","100","50","100","50","100","","","","","","","","","","","","2","2","4","100","100","50","50","0","0","100","0","0","100","1","Explain what? I have one on my phone. I some times use the app.","1","","3","","47","1","","100","Anonymized","1"
"344",344,"2023-08-27 14:02:12","2023-08-27 14:05:31","0","Anonymized","100","199","1","2023-08-27 14:05:32","R_pobHVtEd0jPObzr","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","10","0","0","10","3","3","20","75","50","10","25","1","2","10","15","15","95","30","40","1","60","40","0","55","2","","2","","3","","25","4","","60","Anonymized","2"
"345",345,"2023-08-27 14:03:27","2023-08-27 14:05:39","0","Anonymized","100","131","1","2023-08-27 14:05:40","R_2ykdMBshWostPX3","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","40","40","5","64","62","60","59","42","59","61","58","","","","","","","","","","","","1","2","56","59","46","70","61","33","46","61","56","4","64","2","","2","","4","","45","5","","62","Anonymized","1"
"346",346,"2023-08-27 14:02:41","2023-08-27 14:05:50","0","Anonymized","100","189","1","2023-08-27 14:05:51","R_1lyovAuNu4QOj4G","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","27","0","3","76","100","78","72","16","100","35","0","","","","","","","","","","","","2","2","25","29","65","63","74","23","0","0","0","22","0","2","","2","","3","","29","3","","50","Anonymized","1"
"347",347,"2023-08-27 14:02:47","2023-08-27 14:05:55","0","Anonymized","100","187","1","2023-08-27 14:05:55","R_25ub2ucdKfD6LJF","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","50","10","50","64","50","50","50","100","50","99","1","2","98","71","97","100","50","50","0","90","50","0","0","2","","2","","1","","36","3","","99","Anonymized","2"
"348",348,"2023-08-27 14:03:46","2023-08-27 14:06:21","0","Anonymized","100","154","1","2023-08-27 14:06:22","R_1B1wjSinLxbQys1","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","25","5","0","75","25","15","50","5","75","65","100","1","2","100","100","100","25","75","0","0","0","15","0","0","2","","2","","2","","33","4","","50","Anonymized","2"
"349",349,"2023-08-27 14:01:51","2023-08-27 14:06:28","0","Anonymized","100","277","1","2023-08-27 14:06:29","R_3KIaBZHMm10krcD","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0.00","100","100","100","90","90","100","100","90","","","","","","","","","","","","2","2","100","71","70","10","70","0","0","30","0","0","0","2","","","","2","","27","4","","30","Anonymized","1"
"350",350,"2023-08-27 14:02:19","2023-08-27 14:06:30","0","Anonymized","100","250","1","2023-08-27 14:06:31","R_07yqO2UBkVdsYWR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","100","5","67","50","60","61","26","73","50","74","1","2","90","89","90","69","93","28","9","63","39","0","34","2","","1","","3","","43","3","","84","Anonymized","2"
"351",351,"2023-08-27 14:04:52","2023-08-27 14:06:56","0","Anonymized","100","123","1","2023-08-27 14:06:56","R_3J9tuUj1Z85R9kp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","68","50","1.99","0","71","50","0","0","97","0","10","1","2","10","14","64","28","0","0","0","0","0","0","0","2","","4","nonbinary","2","","37","2","","3","Anonymized","2"
"352",352,"2023-08-27 14:04:22","2023-08-27 14:07:00","0","Anonymized","100","158","1","2023-08-27 14:07:01","R_cBk6s7wZHfdDwkN","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","80","0","5","100","100","80","100","60","100","80","80","","","","","","","","","","","","2","2","36","50","75","60","27","0","0","0","0","75","50","2","","","","4","","32","4","","75","Anonymized","1"
"353",353,"2023-08-27 14:03:44","2023-08-27 14:07:02","0","Anonymized","100","197","1","2023-08-27 14:07:02","R_0NZu3KDoqrz79Gp","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","55","4","4","100","79","60","90","54","100","64","40","","","","","","","","","","","","2","2","75","90","85","60","15","5","20","80","54","10","40","2","","2","","3","","23","1","","55","Anonymized","1"
"354",354,"2023-08-27 14:02:33","2023-08-27 14:07:11","0","Anonymized","100","277","1","2023-08-27 14:07:11","R_1n0kv6snLYbO6UL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","84","84","1","72","65","66","68","48","69","81","64","1","2","27","24","22","81","81","13","13","71","29","25","20","1","I have used some like alexa or siri","1","","3","","38","5","","92","Anonymized","2"
"355",355,"2023-08-27 14:03:47","2023-08-27 14:07:43","0","Anonymized","100","235","1","2023-08-27 14:07:44","R_1LiKxake9Q1xJww","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","5","61","8","10","8","14","100","36","35","1","2","34","32","53","10","34","0","0","24","31","13","16","2","","2","","1","","32","3","","50","Anonymized","2"
"356",356,"2023-08-27 14:03:09","2023-08-27 14:07:48","0","Anonymized","100","278","1","2023-08-27 14:07:48","R_2EBs8FiR7y9X4pY","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0","50","50","50","50","0","100","50","25","1","2","0","0","0","75","19","0","0","50","0","0","0","2","","2","","3","","69","4","","0","Anonymized","2"
"357",357,"2023-08-27 14:04:43","2023-08-27 14:07:47","0","Anonymized","100","184","1","2023-08-27 14:07:48","R_b1rGtn2eKnF3cSB","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","15","0","0.00","75","25","40","80","80","100","50","80","1","2","5","5","5","95","90","25","60","70","70","0","70","2","","1","","3","","40","4","","20","Anonymized","2"
"358",358,"2023-08-27 13:50:52","2023-08-27 14:07:57","0","Anonymized","100","1024","1","2023-08-27 14:07:57","R_2QK8plo3Z84PSFm","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","13","11","0","100","100","100","100","50","100","100","99","","","","","","","","","","","","2","2","67","86","45","79","89","14","87","93","61","8","22","2","","2","","3","","56","4","","89","Anonymized","1"
"359",359,"2023-08-27 14:04:18","2023-08-27 14:07:59","0","Anonymized","100","220","1","2023-08-27 14:07:59","R_xuBn4s3WqK7cVwd","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","20","0","0","73","50","50","72","60","71","52","58","","","","","","","","","","","","2","2","60","30","35","50","39","42","19","70","21","30","21","2","","1","","3","","55","4","","40","Anonymized","1"
"360",360,"2023-08-27 14:05:33","2023-08-27 14:08:01","0","Anonymized","100","148","1","2023-08-27 14:08:02","R_1msJZdbMddZOnt2","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","1.00","100","37","53","100","68","100","100","90","","","","","","","","","","","","2","2","56","57","53","68","46","12","20","17","16","5","29","2","","4","non-binary","3","","22","3","","16","Anonymized","1"
"361",361,"2023-08-27 13:59:34","2023-08-27 14:08:12","0","Anonymized","100","517","1","2023-08-27 14:08:12","R_cw2XeNzB5OHp9Rv","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","5","43","72","11","68","19","100","81","78","1","2","82","64","61","18","91","0","0","86","0","0","0","1","Just Bard and a few others where I talk about problems","2","","3","","75","5","","0","Anonymized","2"
"362",362,"2023-08-27 14:06:04","2023-08-27 14:08:35","0","Anonymized","100","150","1","2023-08-27 14:08:36","R_3KTLLZyU83aqMLl","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","0","0","0.00","100","100","55","100","69","100","100","9","","","","","","","","","","","","1","2","40","30","40","9","20","0","40","0","20","20","0","2","","2","","3","","24","5","","40","Anonymized","1"
"363",363,"2023-08-27 14:01:50","2023-08-27 14:08:41","0","Anonymized","100","411","1","2023-08-27 14:08:42","R_3sovWIvdG0JwRv5","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","5","1","0.99","100","95","40","99","30","100","90","0","","","","","","","","","","","","1","2","40","80","80","70","20","21","10","40","60","60","40","2","","1","","3","","42","4","","95","Anonymized","1"
"364",364,"2023-08-27 14:05:34","2023-08-27 14:08:45","0","Anonymized","100","190","1","2023-08-27 14:08:45","R_wSDXP5ZmzFavXhL","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","97","91","4.99","14","57","33","2","0","40","16","80","1","2","2","27","25","93","69","18","17","9","20","9","68","2","","1","","3","","53","4","","60","Anonymized","2"
"365",365,"2023-08-27 14:00:42","2023-08-27 14:09:03","0","Anonymized","100","500","1","2023-08-27 14:09:03","R_5gAac7FppWlxo5z","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","25","0","0","100","100","50","100","50","100","100","100","","","","","","","","","","","","2","2","25","40","41","17","50","0","0","0","15","0","1","2","","2","","3","","36","2","","0","Anonymized","1"
"366",366,"2023-08-27 14:06:30","2023-08-27 14:09:08","0","Anonymized","100","157","1","2023-08-27 14:09:09","R_A4lc9lamT3D9Ohj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","73","11","5","28","40","15","12","7","95","36","26","1","2","25","33","32","94","83","68","35","92","65","71","38","1","I have used ChatGBT","2","","3","","26","4","","68","Anonymized","2"
"367",367,"2023-08-27 14:05:30","2023-08-27 14:09:10","0","Anonymized","100","219","1","2023-08-27 14:09:10","R_22J4G1QU5WFiTr7","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","76","12","4.99","34","84","0","65","25","78","64","32","1","2","97","79","95","7","9","0","0","0","0","0","0","2","","2","","3","","34","4","","80","Anonymized","2"
"368",368,"2023-08-27 14:02:03","2023-08-27 14:09:13","0","Anonymized","100","430","1","2023-08-27 14:09:14","R_122UoM1tF3KhevR","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","50","50","6","50","50","50","50","50","100","50","34","","","","","","","","","","","","2","2","71","62","59","68","69","50","50","50","50","71","24","2","","1","","4","","25","3","","79","Anonymized","1"
"369",369,"2023-08-27 14:05:35","2023-08-27 14:09:23","0","Anonymized","100","228","1","2023-08-27 14:09:24","R_1LdPU6puwNeNSsh","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","0","0","0.00","75","20","50","50","60","100","88","70","1","2","1","7","0","92","50","60","30","85","50","0","60","2","","2","","3","","53","5","","35","Anonymized","2"
"370",370,"2023-08-27 14:04:11","2023-08-27 14:09:30","0","Anonymized","100","319","1","2023-08-27 14:09:31","R_3HAhlAzSxCSVu8L","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","52","10","3","95","62","50","77","26","100","73","30","","","","","","","","","","","","2","2","33","62","27","7","15","0","0","26","15","0","0","2","","2","","1","","44","1","","50","Anonymized","1"
"371",371,"2023-08-27 14:03:49","2023-08-27 14:09:33","0","Anonymized","100","344","1","2023-08-27 14:09:33","R_2dFNVxSUBTo3VZk","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","50","0","2","50","50","0","50","0","100","0","75","1","2","0","0","0","0","5","0","0","0","0","0","0","2","","2","","3","","68","1","","0","Anonymized","2"
"372",372,"2023-08-27 14:06:43","2023-08-27 14:09:53","0","Anonymized","100","190","1","2023-08-27 14:09:54","R_xzKHGyU6oJ2tsHf","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","15","0","0","95","70","20","100","0","100","100","100","","","","","","","","","","","","1","2","90","30","90","80","20","5","50","20","10","0","50","2","","1","","3","","35","3","","0","Anonymized","1"
"373",373,"2023-08-27 14:06:29","2023-08-27 14:09:57","0","Anonymized","100","208","1","2023-08-27 14:09:58","R_1NaXKKlmHgLeQq0","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","93","0","5","8","87","61","0","12","83","21","25","1","2","15","4","10","67","67","32","10","65","62","0","0","2","","2","","3","","61","4","","19","Anonymized","2"
"374",374,"2023-08-27 14:07:35","2023-08-27 14:10:09","0","Anonymized","100","154","1","2023-08-27 14:10:10","R_2YeWk9ImIMk253B","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","100","71","3","14","85","0","0","0","100","50","100","1","2","75","24","58","50","50","0","7","50","7","9","90","2","","1","","1","","30","3","","90","Anonymized","2"
"375",375,"2023-08-27 14:04:22","2023-08-27 14:10:10","0","Anonymized","100","348","1","2023-08-27 14:10:11","R_3Es2YFq0UTYn0oX","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","3","0","0","94","67","64","98","75","100","87","86","","","","","","","","","","","","1","2","5","6","9","63","7","1","0","39","0","0","0","2","","2","","3","","31","4","","34","Anonymized","1"
"376",376,"2023-08-27 14:03:31","2023-08-27 14:10:24","0","Anonymized","100","412","1","2023-08-27 14:10:24","R_9sKrSdWDVoxWZzj","","","","","Anonymized","Anonymized","anonymous","EN","1","2","2","Anonymized","","","","","","","","","","","","40","0","5","8","82","10","1","20","100","9","0","1","2","8","27","10","8","0","24","0","0","29","0","0","2","","2","","1","","31","4","","75","Anonymized","2"
