"","X","Unnamed..0.1","Unnamed..0","agent_cond","interact_cond","willing_friend","willing_romantic","wtp","true","talk_listen","not_judge","emotion","understand","body","comp1","comp2","belief","worker_id","explain","loneliness_1_1","loneliness_2_1","loneliness_3_1","ai_companion_exp","ai_companion_exp2","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","edu","edu_8_TEXT","ai_capability_1","agent_cond_n","interact_cond_n","wtp_logged","AppendedHumanMessages","AppendedAIMessages","FullChatlog","HumanMessageCount","AIMessageCount","HumanWordCounts","AIWordCounts","AvgHumanWordCount","AvgAIWordCount","SumHumanCharCount","SumAICharCount","ResponseTimes","AICompoundSentiments","HumanCompoundSentiments","AvgAICompoundSentiment","AvgHumanCompoundSentiment","AvgResponseTime","AvgSimSpacy","AvgSimTurnLength","AvgSimValence","AvgSimStyleMatching"
"68",67,230,1381,"ai","yes",27,6,0,93,65,84,100,28,100,2,2,NA,68,"",11,9,10,2,"",2,NA,3,NA,29,3,NA,71,2,1,1,"Anonymized","Anonymized","Anonymized",31,32,"[1, 8, 26, 4, 8, 9, 16, 8, 4, 8, 12, 13, 10, 16, 16, 6, 8, 3, 11, 8, 15, 16, 3, 8, 22, 11, 12, 8, 7, 5, 4]","[5, 4, 10, 20, 17, 10, 19, 15, 15, 24, 13, 19, 17, 17, 16, 18, 9, 10, 13, 14, 25, 15, 18, 12, 33, 17, 14, 2, 20, 5, 12, 3]",9.87096774193548,14.40625,1498,2386,"[-0.8979759999999999, 8.04377, 27.575730999999998, 13.226477, -10.148261, 5.7327390000000005, 28.181077000000002, 10.929252000000002, 22.841001, 19.195041000000003, -0.1804819999999996, -0.008565000000000822, 21.747371, 35.929649999999995, 22.040177999999997, 34.988643, 14.628468000000002, 8.451083, 23.033718999999998, 10.127494, 20.805048, -1.3430169999999997, 4.845172000000002, 14.14628, 25.214024, 16.415841, 16.327615, 17.054035, 9.298991999999998, 16.554523, 17.239316000000002]","[0.0, 0.0, 0.6239, 0.9348, 0.4019, 0.3802, -0.296, 0.7407, 0.6808, 0.9298, 0.8439, 0.8516, 0.6908, 0.8439, 0.2828, 0.7171, 0.0, 0.0, 0.8519, 0.7501, 0.4346, 0.6696, 0.6476, 0.8622, 0.9343, 0.855, 0.8122, 0.0, 0.4574, 0.7088, 0.5357, 0.0]","[0.0, 0.5859, 0.1027, 0.0, 0.4767, 0.0, 0.69, 0.5106, 0.4927, 0.3612, 0.4404, 0.3956, -0.2617, 0.0, 0.8643, 0.0, 0.0, 0.5411, 0.7184, 0.0, 0.4926, 0.4939, 0.3802, 0.4576, 0.8398, 0.4574, 0.0, 0.3612, 0.7088, 0.4588, 0.4926]",0.5358,0.3568,14.5804593225806,70.032047590379,70.0928207911496,87.9521479815455,89.2949946376029
"69",68,231,1391,"ai","yes",90,0,5,20,100,40,100,0,100,2,2,NA,69,"",10,90,89,2,"",1,NA,3,NA,29,3,NA,90,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",14,14,"[1, 4, 1, 16, 3, 3, 17, 16, 2, 15, 6, 4, 8, 4]","[5, 20, 13, 28, 36, 26, 8, 42, 35, 32, 13, 29, 43, 8]",7.14285714285714,24.1428571428571,505,1834,"[-2.897004, -11.952465, -9.912619, -16.896579999999997, -9.389901, 61.599851, 21.340157, -17.068787, 17.764242, 94.52737400000001, 295.906013]","[0.0, 0.9184, 0.0, -0.1999, -0.8777, -0.34, 0.4588, 0.8275, 0.9093, 0.9184, 0.3612, 0.938, 0.9606, 0.4926]","[0.0, 0.0, -0.4404, -0.743, 0.0772, 0.5859, 0.7783, 0.5719, 0.3612, 0.6369, 0.0, 0.0, 0.4939, 0.6588]",0.383371428571429,0.212907142857143,38.4563891818182,71.3827999079837,37.09153116953,74.871993779036,70.5458594770449
"70",69,232,1412,"human","yes",50,0,0,6,60,25,7,90,100,1,2,1,70,"The responses were friendly and polite, like a real conversation. Bots are usually less specific.",0,0,0,2,"",2,NA,3,NA,38,4,NA,62,1,1,1,"Anonymized","Anonymized","Anonymized",20,21,"[7, 19, 7, 13, 5, 12, 11, 14, 7, 13, 24, 4, 8, 9, 8, 3, 6, 14, 9, 19]","[5, 15, 19, 13, 7, 14, 11, 9, 20, 9, 14, 19, 19, 15, 11, 18, 20, 4, 14, 17, 11]",10.6,13.5238095238095,1071,1404,"[13.787775, 29.059123999999997, 9.806109999999999, 19.648297, 13.528795000000002, 42.680899000000004, 25.994683000000002, 18.074094000000002, 20.403018000000003, 17.640975, 38.690964, 87.42505399999999, 41.271711, 58.902095, 15.794247, 17.339809000000002, 42.902116, 34.929733, 54.60767, 3.575724000000001]","[0.0, 0.5983, 0.9312, -0.5263, 0.4195, 0.8297, 0.8847, 0.8705, 0.8442, 0.7845, 0.8655, 0.9246, 0.2617, 0.6996, 0.8012, -0.1027, 0.3281, 0.8016, 0.8779, 0.7881, 0.8977]","[0.0, -0.0762, 0.2263, 0.4404, 0.0, 0.5562, 0.5994, 0.7003, 0.4588, 0.8748, 0.7579, 0.0, 0.7177, 0.3612, 0.0, 0.7777, 0.4588, 0.4215, 0.4215, 0.9052]",0.608552380952381,0.430075,30.30314465,74.8402832300954,73.5480099229043,86.0308512375162,64.3092569272648
"71",70,233,1431,"ai","yes",100,50,5,60,100,75,100,0,100,2,2,NA,71,"",25,25,25,2,"",1,NA,3,NA,37,4,NA,100,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",16,16,"[10, 13, 12, 10, 6, 5, 7, 8, 12, 25, 27, 33, 13, 28, 22, 14]","[5, 9, 4, 11, 8, 6, 7, 12, 10, 38, 109, 24, 58, 8, 36, 39]",15.3125,24,1262,2109,"[16.364928, 25.418896, 22.922291, 13.038545000000001, 35.660735, 14.15593, 18.655697, 15.486558000000002, 26.633467000000003, 68.206547, 87.857633, 56.689195000000005, 35.441462, 42.448925, 53.83322100000001, 43.063132]","[0.0, 0.743, 0.0, 0.4404, 0.6114, 0.0, 0.4376, 0.8977, 0.8885, 0.9366, 0.9565, 0.872, 0.7959, 0.6906, 0.91, 0.8977]","[0.7494, 0.0, 0.4753, 0.6249, 0.2732, 0.0, 0.4926, 0.6249, 0.6966, 0.5931, 0.4522, 0.4871, 0.722, 0.5707, 0.2561, 0.6597]",0.62986875,0.4798625,35.992322625,78.3686687076483,74.1024037545678,90.4827673016681,83.4192398209264
"72",71,234,1451,"human","yes",100,0,1.99,50,50,50,50,50,20,1,2,1,72,"They answered my questions and knew what I was talking about. ",0,0,0,2,"",2,NA,1,NA,36,3,NA,51,1,1,2.0952733874026,"Anonymized","Anonymized","Anonymized",13,14,"[8, 14, 6, 15, 10, 9, 31, 9, 22, 12, 5, 21, 27]","[5, 16, 19, 14, 13, 13, 17, 24, 21, 22, 44, 47, 17, 20]",14.5384615384615,20.8571428571429,915,1529,"[10.562934, 29.188449, 17.769399, 75.460872, 31.829226000000002, 49.647958, 62.920574, 90.58148700000001, 57.879557, 80.634547, 127.967556, 67.511853, 219.28565500000002]","[0.0, 0.8858, 0.908, 0.1668, 0.9117, 0.8066, 0.8966, 0.8668, 0.8622, 0.8176, 0.7579, 0.9136, 0.8999, 0.9214]","[0.4404, 0.3612, 0.0, 0.9042, 0.6705, 0.4588, 0.9313, 0.0, 0.8402, 0.0, 0.0, 0.5161, 0.9099]",0.758207142857143,0.464046153846154,70.8646205384615,79.387047158319,71.9429914306213,85.9732274519249,78.6233468858343
"73",72,235,1471,"ai","yes",100,75,5,0,100,100,100,0,100,2,2,NA,73,"",35,35,65,2,"",2,NA,3,NA,69,3,NA,90,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",12,13,"[10, 13, 14, 15, 13, 25, 15, 19, 22, 22, 11, 17]","[5, 18, 24, 51, 24, 23, 37, 36, 47, 35, 32, 7, 12]",16.3333333333333,27,907,1903,"[27.668573, 22.782983, 34.241638, 56.42803400000001, 51.55228400000001, 64.87160800000001, 64.889224, 60.078748000000004, 53.93265699999999, 85.938304, 36.902528000000004, 36.786387999999995]","[0.0, 0.9427, 0.7901, 0.721, 0.743, 0.7609, 0.891, 0.4939, 0.7963, 0.4588, 0.944, 0.8122, 0.8715]","[0.6249, 0.3612, 0.3612, 0.8122, 0.6114, 0.7542, 0.8139, 0.6114, 0.6808, 0.9084, 0.717, 0.0]",0.709646153846154,0.604716666666667,49.6727474166667,83.1098157361784,68.0943784438392,90.8416721960555,64.8709351838497
"74",73,236,148,"ai","yes",58,0,5,90,100,66,95,60,100,2,2,NA,74,"",0,0,0,2,"",1,NA,3,NA,661,6,NA,39,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",9,9,"[2, 6, 13, 19, 16, 10, 9, 10, 1]","[11, 23, 40, 39, 29, 19, 23, 7, 5]",9.55555555555556,21.7777777777778,419,1088,"[16.658519, 31.493629000000006, 45.262968, 52.441418000000006, 73.86345399999999, 156.281131, 23.506849000000003, 17.918559000000002]","[0.4926, 0.5255, 0.6164, 0.736, 0.9133, 0.9311, 0.9594, 0.5399, 0.6892]","[0.0, 0.0, 0.0, 0.3182, 0.0, 0.0, 0.4201, 0.6588, 0.0]",0.711488888888889,0.155233333333333,52.178315875,67.0450611329398,56.2070246222881,80.0418318107953,64.7043106808159
"75",74,237,149,"human","yes",58,40,0,20,65,67,16,4,79,1,2,1,75,"The responses seemed to be very relevant to what I wrote.",33,39,34,2,"",2,NA,2,NA,41,5,NA,83,1,1,1,"Anonymized","Anonymized","Anonymized",24,24,"[6, 11, 10, 9, 8, 6, 1, 6, 17, 3, 43, 24, 34, 30, 8, 6, 9, 9, 15, 11, 41, 1, 11, 2]","[5, 42, 21, 14, 26, 7, 13, 8, 14, 26, 37, 19, 24, 32, 31, 23, 30, 8, 13, 18, 16, 16, 12, 2]",13.375,19.0416666666667,1615,2395,"[3.0017300000000002, -13.973818, 10.799463000000001, 11.600288999999998, -13.358830999999999, 15.08699, 19.215314, 13.691088, 0.2860789999999991, -2.7484089999999988, 73.962612, 41.562535000000004, 38.367773, 36.645932, 10.199273, 51.591758, 0.29046600000000034, -2.0560979999999995, -1.699705999999999, 101.567998, 29.230587999999997, -7.088868]","[0.0, 0.3071, 0.3595, 0.2732, 0.6793, 0.1584, 0.5719, 0.0, 0.928, 0.743, 0.7351, 0.4033, 0.9604, 0.8151, 0.743, 0.079, 0.8221, 0.4019, 0.8122, 0.7579, 0.3595, 0.631, 0.636, 0.0]","[0.2263, 0.5719, -0.188, 0.2263, 0.0, 0.4019, 0.3182, 0.0, 0.0, 0.0, 0.5132, 0.0, 0.5562, 0.3612, 0.6597, 0.4404, 0.0, 0.0, 0.0, 0.0, 0.5916, 0.296, 0.4927, 0.5411]",0.507370833333333,0.2503625,18.9170071818182,74.8993802172595,62.942728336608,85.0858932911798,86.4255511994849
"76",75,238,1531,"ai","yes",40,10,2,55,100,95,80,20,100,2,2,NA,76,"",55,60,60,2,"",2,NA,3,NA,39,5,NA,60,2,1,2.09861228866811,"Anonymized","Anonymized","Anonymized",14,15,"[1, 5, 10, 16, 18, 8, 17, 13, 36, 22, 17, 7, 4, 17]","[5, 9, 12, 27, 25, 15, 46, 23, 30, 28, 29, 19, 19, 18, 15]",13.6428571428571,21.3333333333333,1004,1666,"[1.499384, 10.628417000000002, -7.139838999999999, -0.7571439999999985, 38.44037, 34.375464, 41.82563800000001, 80.089685, 90.492535, 48.345816, 50.752045, 39.642325, 29.193928, 47.67882]","[0.0, 0.4753, 0.8356, 0.7173, 0.9555, 0.8313, 0.6044, 0.8885, 0.8832, 0.902, 0.9168, 0.8591, 0.9052, 0.0, 0.9576]","[0.0, 0.4404, 0.5106, 0.4019, 0.7712, 0.0, 0.68, 0.4019, 0.0, 0.1231, 0.6908, 0.4939, 0.6597, 0.7003]",0.715453333333333,0.419557142857143,36.076246,77.3257622813243,68.4086032797212,86.2795603036171,75.4510960727711
"77",76,239,1541,"ai","yes",15,22,0,73,12,60,72,19,85,2,2,NA,77,"",36,59,70,2,"",1,NA,3,NA,29,4,NA,81,2,1,1,"Anonymized","Anonymized","Anonymized",9,4,"[1, 4, 7, 6, 6, 10, 10, 26, 5]","[5, 10, 5, 14]",8.33333333333333,8.5,367,166,"[7.2287870000000005, 30.480265000000003, 78.39658, 51.075407]","[0.0, 0.8805, 0.4574, 0.8932]","[0.0, 0.0, 0.6696, 0.4588, 0.4588, 0.7574, 0.0, 0.8807, 0.0]",0.557775,0.358366666666667,41.79525975,43.2819781586655,61.780303030303,85.4136668728752,75.7849658710491
"78",77,240,1581,"ai","yes",15,0,0,100,80,100,0,29,100,2,2,NA,78,"",50,60,69,2,"",1,NA,3,NA,31,4,NA,21,2,1,1,"Anonymized","Anonymized","Anonymized",16,16,"[5, 9, 10, 5, 15, 14, 20, 32, 10, 1, 15, 6, 3, 2, 6, 5]","[40, 27, 96, 15, 27, 17, 45, 53, 95, 20, 15, 45, 56, 16, 39, 18]",9.875,39,819,3460,"[18.529528, 29.511, 34.445107, 30.180598, 52.030190000000005, 55.718766, 29.00309, 22.501390999999998, 46.993737, 6.168583, 19.376289999999997, 17.675579999999997, 27.108204999999998, 27.138222]","[0.9827, 0.9617, 0.9563, 0.6966, 0.9577, 0.8705, 0.8977, 0.8955, 0.9563, 0.8844, 0.915, 0.9335, 0.9789, 0.9052, 0.975, 0.9183]","[0.0, 0.9062, 0.7906, 0.4404, 0.4927, 0.3612, 0.7469, 0.4215, 0.4404, 0.4019, 0.0, 0.0, 0.0, 0.4404, 0.0, 0.6269]",0.91783125,0.37931875,29.7414490714286,72.6440065163384,42.1897048753064,82.6508245454231,83.2084356947715
"79",78,241,1612,"ai","yes",82,29,5,60,87,83,50,87,85,2,2,NA,79,"",11,17,19,2,"",1,NA,3,NA,68,5,NA,73,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",10,10,"[1, 6, 19, 39, 22, 6, 17, 38, 18, 8]","[24, 25, 28, 28, 26, 26, 24, 19, 26, 15]",17.4,24.1,907,1272,"[36.823997, 80.817316, 136.17183999999997, 56.563438000000005, 22.623334999999997, 71.96765300000001, 104.11209299999999, 78.635013, 70.42444900000001]","[0.8655, 0.8316, 0.9595, 0.9459, 0.9719, 0.8955, 0.945, 0.9391, 0.944, 0.7177]","[0.0, 0.6249, 0.0, 0.3612, 0.3291, 0.0, 0.7717, 0.4588, -0.8779, 0.7494]",0.90157,0.24172,73.1265704444444,77.6501846277206,68.5439048408046,75.7212511532953,81.1853988046213
"80",79,242,1651,"ai","yes",68,2,5,42,79,80,82,69,100,2,2,NA,80,"",0,0,0,2,"",2,NA,3,NA,39,3,NA,50,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",9,10,"[5, 10, 27, 28, 37, 14, 6, 2, 2]","[5, 15, 15, 22, 21, 28, 22, 7, 4, 1]",14.5555555555556,14,617,728,"[7.550769000000001, 34.427554, 33.37291, 53.853196, 39.779925999999996, 29.360100999999997, 30.162856, 24.297475000000002, 53.231217]","[0.0, 0.5707, 0.908, 0.9245, 0.906, 0.8977, 0.9492, 0.4926, 0.6588, 0.4926]","[0.4404, 0.6857, 0.0, 0.4019, 0.8498, 0.2023, 0.6588, 0.4199, 0.0]",0.68001,0.406533333333333,34.0040004444444,78.3071989263773,72.5382053815461,86.5053873494336,61.877146225333
"81",80,243,1661,"ai","yes",0,0,0,100,100,100,100,20,100,2,2,NA,81,"",0,0,0,2,"",1,NA,3,NA,34,6,NA,10,2,1,1,"Anonymized","Anonymized","Anonymized",24,25,"[5, 14, 12, 5, 7, 7, 21, 15, 6, 7, 14, 14, 29, 16, 20, 6, 28, 7, 5, 16, 4, 1, 5, 9]","[5, 11, 13, 10, 16, 27, 30, 21, 42, 21, 15, 17, 11, 17, 15, 13, 23, 19, 15, 15, 18, 13, 13, 24, 13]",11.375,17.48,1455,2211,"[5.699509000000001, 32.25747, 37.51283, 25.416408, 38.073342, 23.840309, 62.509516000000005, 44.017685, 39.376492999999996, 23.381161999999996, 50.358576, 40.147982, 31.848639, 25.111888000000004, 28.362994999999998, 18.196462999999998, 48.471327, 16.351934, 23.034625, 22.199703, 36.916792, 23.826052999999998, 16.628035999999998, 36.737228]","[0.0, 0.6588, 0.8481, 0.8955, 0.7003, 0.8267, 0.8168, 0.5081, 0.8676, 0.8823, 0.8442, 0.6696, 0.4914, 0.8971, 0.8395, 0.9173, 0.9118, 0.9117, 0.1511, 0.1511, 0.7777, 0.69, 0.69, 0.8047, 0.69]","[0.2263, 0.0, 0.5267, 0.0, 0.3612, 0.4588, 0.7845, 0.6115, 0.25, 0.4588, 0.5093, 0.4576, 0.0, 0.6486, 0.4939, 0.4588, 0.9486, 0.2732, 0.0, 0.2681, 0.0, 0.0, 0.0, 0.0]",0.697656,0.322329166666667,31.2615402083333,72.6481523903993,67.3631433118062,85.3926244696916,87.6026629357177
"82",81,244,1671,"ai","yes",22,0,5,94,77,81,91,30,100,2,2,NA,82,"",20,13,10,2,"",2,NA,3,NA,57,4,NA,29,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",20,21,"[7, 7, 16, 9, 7, 9, 3, 10, 5, 6, 20, 17, 12, 10, 31, 7, 14, 5, 18, 14]","[5, 13, 16, 19, 61, 11, 55, 19, 36, 18, 6, 29, 54, 25, 38, 58, 25, 63, 27, 30, 21]",11.35,29.952380952381,1157,3699,"[9.88172, 12.286154, 31.649229999999996, 23.343189000000002, 38.672544, -30.480955, 37.489932, -2.8269569999999966, 2.3885240000000003, 4.910818000000001, -2.2141889999999993, -25.385942, 23.784744000000003, 61.901827, 32.412649, 36.009751, 34.07535, 29.688858, 30.050463]","[0.0, 0.75, 0.5848, 0.8356, 0.8898, 0.5411, 0.9274, 0.8176, 0.9358, 0.2263, -0.296, 0.898, 0.8934, 0.8765, 0.9623, 0.6908, 0.4588, 0.9318, 0.8173, 0.9001, 0.9169]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6115, 0.0, 0.3612, 0.6633, -0.2168, 0.296, 0.4939, 0.5007, 0.0, 0.4588, 0.0, 0.3818, 0.8741]",0.693252380952381,0.221225,18.2967215789474,75.9204472300442,53.2050741545884,79.7735027881972,68.7584656829112
"83",82,245,1681,"ai","yes",29,0,0,100,0,100,100,0,100,2,2,NA,83,"",0,0,0,2,"",1,NA,2,NA,46,3,NA,27,2,1,1,"Anonymized","Anonymized","Anonymized",24,25,"[1, 6, 4, 10, 13, 2, 12, 3, 2, 8, 6, 6, 6, 1, 1, 5, 4, 9, 5, 2, 9, 3, 2, 5]","[5, 8, 17, 23, 20, 27, 27, 18, 25, 32, 24, 27, 27, 17, 9, 18, 14, 23, 23, 18, 18, 18, 23, 23, 17]",5.20833333333333,20.04,648,2606,"[5.45837, 11.326456, 10.542232000000002, 23.790984, 28.098227, 13.549125, 64.555302, 29.075729000000003, 40.163517, 37.53931, 23.150318000000002, 35.210494, 40.8707, -4.505311, 3.4806360000000005, 12.887621000000001, 23.648086000000006, -8.845682, -0.5771899999999981, -2.465216999999999, -7.007134999999999, -3.8224609999999988, 57.155377]","[0.0, 0.5983, 0.828, 0.7955, 0.7901, -0.128, 0.9476, 0.8997, 0.9117, 0.81, 0.9098, 0.8521, 0.9558, 0.5399, 0.3612, 0.3612, 0.2732, -0.5255, 0.6452, 0.6908, 0.6908, 0.6908, 0.5242, 0.5242, 0.8777]","[0.6249, 0.0, 0.3612, 0.7322, 0.4614, 0.0, 0.0, 0.0, 0.0, 0.0, -0.296, 0.0, 0.0, 0.0, 0.0, 0.0, -0.3612, -0.3412, 0.0, 0.0, 0.0, -0.296, 0.0258, -0.296]",0.592972,0.0256291666666666,18.8382386086957,64.3001223355308,40.6050016300573,75.5426934621809,76.5104049458969
"84",83,246,1691,"ai","yes",95,20,5,29,83,99,13,4,98,2,2,NA,84,"",91,86,96,2,"",2,NA,3,NA,39,4,NA,79,2,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",19,20,"[1, 5, 5, 4, 8, 9, 7, 7, 10, 10, 11, 8, 9, 9, 8, 9, 13, 6, 6]","[5, 5, 9, 6, 16, 45, 24, 18, 18, 28, 23, 15, 25, 15, 17, 11, 25, 25, 20, 20]",7.63157894736842,18.5,658,1922,"[2.1672589999999996, 13.697102999999998, -0.09312199999999926, 5.120856, 9.588693999999997, 1.634253000000001, 22.076194, 26.909822000000005, 41.695054, 33.687979000000006, 39.434728, 24.000920999999998, 23.767849, 59.431658999999996, 31.163914, 47.226311, 28.900188999999997, 22.079886000000002]","[0.0, 0.4404, 0.6588, 0.4753, 0.7177, 0.9359, 0.92, 0.923, 0.1979, 0.9508, 0.9412, 0.9244, 0.9583, 0.9184, 0.8718, 0.731, 0.9371, 0.8944, 0.4199, 0.6696]","[0.0, 0.5574, 0.5574, 0.4215, 0.0, 0.784, 0.0, 0.69, 0.7579, -0.1531, 0.6996, 0.0, 0.4019, 0.0, 0.7777, 0.6696, 0.8858, 0.4588, 0.8221]",0.724295,0.438452631578947,24.0271971666667,67.9329522526443,59.9061525817357,86.4399088259813,66.1282585292961
"85",84,247,1721,"human","yes",82,66,4,50,50,50,40,20,0,1,2,1,85,"It seemed like a natural enough conversation with a spontaneous flow but I could be wrong.",50,50,68,2,"",3,NA,2,NA,47,6,NA,12,1,1,2.6094379124341,"Anonymized","Anonymized","Anonymized",11,12,"[8, 19, 20, 26, 31, 16, 22, 24, 29, 15, 9]","[5, 16, 27, 26, 18, 22, 22, 21, 31, 17, 7, 2]",19.9090909090909,17.8333333333333,1192,1149,"[20.81298, 70.83941800000001, 60.58126, 82.964544, 99.42247400000001, 50.90857, 77.81228, 70.142306, 76.3846, 59.781592, 22.082520000000002]","[0.0, 0.7574, 0.8964, 0.8442, 0.891, 0.907, 0.5719, 0.5849, 0.0772, 0.8872, 0.6892, 0.0]","[0.2732, 0.6808, 0.5562, 0.8176, 0.875, 0.0, 0.0, 0.3612, 0.6696, 0.8908, 0.69]",0.5922,0.528581818181818,62.8847767272727,82.4991538275409,82.683569378101,89.3101529727224,79.6665422978645
"86",85,248,1731,"human","yes",90,0,2,9,71,50,3,2,100,1,2,1,86,"They responded quickly. ",8,6,7,2,"",2,NA,5,NA,65,2,NA,20,1,1,2.09861228866811,"Anonymized","Anonymized","Anonymized",12,12,"[12, 9, 18, 16, 29, 19, 37, 36, 37, 10, 4, 9]","[31, 19, 26, 26, 29, 33, 21, 23, 40, 10, 2, 9]",19.6666666666667,22.4166666666667,1141,1404,"[27.638362000000004, 32.070865000000005, 40.864365, 43.867331, 191.44215499999999, 58.627491000000006, 76.32607, 59.545174, 25.887577999999998, 15.136026999999999, 22.062551]","[0.928, 0.8172, 0.9279, 0.7263, 0.8439, 0.6105, 0.8012, 0.9197, 0.9467, 0.4926, 0.5411, 0.4003]","[0.6597, 0.0, -0.3412, 0.1585, 0.7579, -0.2846, -0.3818, 0.4648, 0.3612, 0.8553, 0.4215, 0.0]",0.746283333333333,0.222608333333333,53.9516335454545,79.2037046158686,75.9199694517844,78.0633311685897,81.0726474663808
"87",86,249,1761,"human","yes",60,40,5,19,50,50,0,29,100,1,2,1,87,"To be honest, I'm not entirely certain. She seemed like a person, but sometimes how she responded seemed a bit...off. She'd respond way too fast or repeat things, like a chatbot. ",71,72,71,2,"",2,NA,3,NA,36,1,NA,100,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",11,11,"[4, 24, 5, 23, 4, 56, 3, 35, 5, 16, 11]","[50, 9, 21, 53, 33, 13, 31, 14, 19, 19, 15]",16.9090909090909,25.1818181818182,933,1473,"[45.954387999999994, 40.736188, 59.093162, 105.976895, 64.800901, 93.65083, 24.320211999999998, 77.518081, 136.61324299999998]","[0.9757, 0.9318, 0.3919, 0.6007, 0.9144, 0.4199, 0.8821, 0.6114, -0.6421, 0.7712, 0.8748]","[0.0, 0.6486, 0.4404, 0.5499, 0.0, 0.4215, 0.0, -0.6167, 0.0, 0.8555, 0.7574]",0.611981818181818,0.277872727272727,72.0737666666667,81.0388551171208,61.2616906963356,78.885459546393,78.6671613921827
"88",87,250,180,"human","yes",79,82,5,34,57,53,27,26,79,1,2,1,88,"The conversation seemed so natural. ",70,60,66,2,"",1,NA,3,NA,31,4,NA,58,1,1,2.79175946922805,"Anonymized","Anonymized","Anonymized",20,21,"[7, 22, 17, 28, 20, 35, 5, 19, 26, 10, 13, 28, 24, 4, 12, 7, 10, 30, 15, 5]","[5, 32, 37, 32, 31, 21, 14, 17, 23, 34, 26, 27, 27, 33, 6, 24, 28, 36, 23, 19, 18]",16.85,24.4285714285714,1699,2857,"[14.008005, 34.136538, 37.495548, 60.41640699999999, 61.77963000000001, 74.00936800000001, 12.132378999999998, 57.838623, 72.564182, 34.642105, 45.76321, 63.54627099999999, 76.284917, 22.450408999999997, 64.776532, 30.628229000000005, 52.10992900000001, 74.17193200000001, 71.91752600000001, 29.278294000000002]","[0.4633, 0.8402, 0.9052, 0.9081, 0.945, 0.8338, 0.7339, 0.2263, 0.9093, 0.9062, 0.6124, 0.8992, 0.9173, 0.816, -0.296, 0.4971, 0.908, 0.9201, 0.7964, 0.4201, 0.7902]","[0.4404, 0.0, 0.0, 0.4588, 0.7574, 0.8704, 0.0, 0.2263, 0.8865, 0.0, 0.0, 0.169, 0.4015, 0.0, 0.0772, 0.5106, 0.0, 0.9365, 0.4389, 0.4588]",0.712004761904762,0.331615,49.4975017,78.1271923244846,69.131497449098,84.8247711221234,74.7880056226959
"89",88,251,1821,"human","yes",91,95,6,68,71,75,28,21,68,1,2,1,89,"because I felt like I am chatting with my true friend. ",31,26,11,2,"",2,NA,2,NA,34,4,NA,87,1,1,2.94591014905531,"Anonymized","Anonymized","Anonymized",13,14,"[1, 2, 3, 1, 3, 13, 9, 10, 4, 3, 5, 6, 2]","[5, 12, 9, 11, 9, 19, 21, 16, 17, 4, 4, 3, 8, 1]",4.76923076923077,9.92857142857143,323,710,"[7.301035000000001, -5.774201, 27.180888000000003, 32.945701, 37.161991, 117.64169799999999, 45.834061999999996, 32.459973999999995, 35.357428999999996, 18.464872, 23.887021, 16.471149, 13.448823999999998]","[0.0, 0.7574, 0.4588, 0.8636, 0.6588, 0.6588, 0.9098, 0.7712, 0.85, -0.2481, 0.6588, 0.0, 0.4753, 0.0]","[0.4404, 0.3612, 0.6892, 0.4184, 0.0, 0.0, 0.5106, 0.4728, 0.7184, 0.0, 0.5719, 0.4215, 0.0]",0.486742857142857,0.354184615384615,30.9523417692308,63.7075741577596,54.9454796946902,85.8216396206097,51.5941634648575
"90",89,252,1831,"ai","yes",48,87,6,29,81,39,68,12,92,2,2,NA,90,"",88,33,27,2,"",2,NA,1,NA,37,3,NA,65,2,1,2.94591014905531,"Anonymized","Anonymized","Anonymized",11,12,"[9, 11, 20, 5, 4, 3, 13, 2, 1, 1, 1]","[5, 15, 32, 21, 6, 5, 6, 11, 8, 9, 22, 5]",6.36363636363636,12.0833333333333,336,784,"[18.554647, 52.827729, 78.918666, 28.354154, 34.775864, 40.121696, 46.971961, 24.431870000000004, 21.682373, 8.806445, 281.70768100000004]","[0.0, 0.8932, 0.9432, 0.9298, -0.296, 0.0, 0.4215, 0.0, -0.6167, 0.3612, 0.636, 0.6892]","[0.4404, 0.7003, 0.8591, 0.0, 0.0, 0.0, 0.2263, 0.0, 0.2263, 0.0, 0.0]",0.330116666666667,0.222945454545455,57.9230078181818,62.8153451917284,54.7242524566993,84.5221729052348,69.2482764673917
